2000 1000000000
681000000 1000000 1362
681500000 1000000 1363
682000000 1000000 1364
682500000 1000000 1365
683000000 1000000 1366
683500000 1000000 1367
684000000 1000000 1368
684500000 1000000 1369
685000000 1000000 1370
685500000 1000000 1371
686000000 1000000 1372
686500000 1000000 1373
687000000 1000000 1374
687500000 1000000 1375
688000000 1000000 1376
688500000 1000000 1377
689000000 1000000 1378
689500000 1000000 1379
690000000 1000000 1380
690500000 1000000 1381
691000000 1000000 1382
691500000 1000000 1383
692000000 1000000 1384
692500000 1000000 1385
693000000 1000000 1386
693500000 1000000 1387
694000000 1000000 1388
694500000 1000000 1389
695000000 1000000 1390
695500000 1000000 1391
696000000 1000000 1392
696500000 1000000 1393
697000000 1000000 1394
697500000 1000000 1395
698000000 1000000 1396
698500000 1000000 1397
699000000 1000000 1398
699500000 1000000 1399
700000000 1000000 1400
700500000 1000000 1401
701000000 1000000 1402
701500000 1000000 1403
702000000 1000000 1404
702500000 1000000 1405
703000000 1000000 1406
703500000 1000000 1407
704000000 1000000 1408
704500000 1000000 1409
705000000 1000000 1410
705500000 1000000 1411
706000000 1000000 1412
706500000 1000000 1413
707000000 1000000 1414
707500000 1000000 1415
708000000 1000000 1416
708500000 1000000 1417
709000000 1000000 1418
709500000 1000000 1419
710000000 1000000 1420
710500000 1000000 1421
711000000 1000000 1422
711500000 1000000 1423
712000000 1000000 1424
712500000 1000000 1425
713000000 1000000 1426
713500000 1000000 1427
714000000 1000000 1428
714500000 1000000 1429
715000000 1000000 1430
715500000 1000000 1431
716000000 1000000 1432
716500000 1000000 1433
717000000 1000000 1434
717500000 1000000 1435
718000000 1000000 1436
718500000 1000000 1437
719000000 1000000 1438
719500000 1000000 1439
720000000 1000000 1440
720500000 1000000 1441
721000000 1000000 1442
721500000 1000000 1443
722000000 1000000 1444
722500000 1000000 1445
723000000 1000000 1446
723500000 1000000 1447
724000000 1000000 1448
724500000 1000000 1449
725000000 1000000 1450
725500000 1000000 1451
726000000 1000000 1452
726500000 1000000 1453
727000000 1000000 1454
727500000 1000000 1455
728000000 1000000 1456
728500000 1000000 1457
729000000 1000000 1458
729500000 1000000 1459
730000000 1000000 1460
730500000 1000000 1461
731000000 1000000 1462
731500000 1000000 1463
732000000 1000000 1464
732500000 1000000 1465
733000000 1000000 1466
733500000 1000000 1467
734000000 1000000 1468
734500000 1000000 1469
735000000 1000000 1470
735500000 1000000 1471
736000000 1000000 1472
736500000 1000000 1473
737000000 1000000 1474
737500000 1000000 1475
738000000 1000000 1476
738500000 1000000 1477
739000000 1000000 1478
739500000 1000000 1479
740000000 1000000 1480
740500000 1000000 1481
741000000 1000000 1482
741500000 1000000 1483
742000000 1000000 1484
742500000 1000000 1485
743000000 1000000 1486
743500000 1000000 1487
744000000 1000000 1488
744500000 1000000 1489
745000000 1000000 1490
745500000 1000000 1491
746000000 1000000 1492
746500000 1000000 1493
747000000 1000000 1494
747500000 1000000 1495
748000000 1000000 1496
748500000 1000000 1497
749000000 1000000 1498
749500000 1000000 1499
750000000 1000000 1500
750500000 1000000 1501
751000000 1000000 1502
751500000 1000000 1503
752000000 1000000 1504
752500000 1000000 1505
753000000 1000000 1506
753500000 1000000 1507
754000000 1000000 1508
754500000 1000000 1509
755000000 1000000 1510
755500000 1000000 1511
756000000 1000000 1512
756500000 1000000 1513
757000000 1000000 1514
757500000 1000000 1515
758000000 1000000 1516
758500000 1000000 1517
759000000 1000000 1518
759500000 1000000 1519
760000000 1000000 1520
760500000 1000000 1521
761000000 1000000 1522
761500000 1000000 1523
762000000 1000000 1524
762500000 1000000 1525
763000000 1000000 1526
763500000 1000000 1527
764000000 1000000 1528
764500000 1000000 1529
765000000 1000000 1530
765500000 1000000 1531
766000000 1000000 1532
766500000 1000000 1533
767000000 1000000 1534
767500000 1000000 1535
768000000 1000000 1536
768500000 1000000 1537
769000000 1000000 1538
769500000 1000000 1539
770000000 1000000 1540
770500000 1000000 1541
771000000 1000000 1542
771500000 1000000 1543
772000000 1000000 1544
772500000 1000000 1545
773000000 1000000 1546
773500000 1000000 1547
774000000 1000000 1548
774500000 1000000 1549
775000000 1000000 1550
775500000 1000000 1551
776000000 1000000 1552
776500000 1000000 1553
777000000 1000000 1554
777500000 1000000 1555
778000000 1000000 1556
778500000 1000000 1557
779000000 1000000 1558
779500000 1000000 1559
780000000 1000000 1560
780500000 1000000 1561
781000000 1000000 1562
781500000 1000000 1563
782000000 1000000 1564
782500000 1000000 1565
783000000 1000000 1566
783500000 1000000 1567
784000000 1000000 1568
784500000 1000000 1569
785000000 1000000 1570
785500000 1000000 1571
786000000 1000000 1572
786500000 1000000 1573
787000000 1000000 1574
787500000 1000000 1575
788000000 1000000 1576
788500000 1000000 1577
789000000 1000000 1578
789500000 1000000 1579
790000000 1000000 1580
790500000 1000000 1581
791000000 1000000 1582
791500000 1000000 1583
792000000 1000000 1584
792500000 1000000 1585
793000000 1000000 1586
793500000 1000000 1587
794000000 1000000 1588
794500000 1000000 1589
795000000 1000000 1590
795500000 1000000 1591
796000000 1000000 1592
796500000 1000000 1593
797000000 1000000 1594
797500000 1000000 1595
798000000 1000000 1596
798500000 1000000 1597
799000000 1000000 1598
799500000 1000000 1599
800000000 1000000 1600
800500000 1000000 1601
801000000 1000000 1602
801500000 1000000 1603
802000000 1000000 1604
802500000 1000000 1605
803000000 1000000 1606
803500000 1000000 1607
804000000 1000000 1608
804500000 1000000 1609
805000000 1000000 1610
805500000 1000000 1611
806000000 1000000 1612
806500000 1000000 1613
807000000 1000000 1614
807500000 1000000 1615
808000000 1000000 1616
808500000 1000000 1617
809000000 1000000 1618
809500000 1000000 1619
810000000 1000000 1620
810500000 1000000 1621
811000000 1000000 1622
811500000 1000000 1623
812000000 1000000 1624
812500000 1000000 1625
813000000 1000000 1626
813500000 1000000 1627
814000000 1000000 1628
814500000 1000000 1629
815000000 1000000 1630
815500000 1000000 1631
816000000 1000000 1632
816500000 1000000 1633
817000000 1000000 1634
817500000 1000000 1635
818000000 1000000 1636
818500000 1000000 1637
819000000 1000000 1638
819500000 1000000 1639
820000000 1000000 1640
820500000 1000000 1641
821000000 1000000 1642
821500000 1000000 1643
822000000 1000000 1644
822500000 1000000 1645
823000000 1000000 1646
823500000 1000000 1647
824000000 1000000 1648
824500000 1000000 1649
825000000 1000000 1650
825500000 1000000 1651
826000000 1000000 1652
826500000 1000000 1653
827000000 1000000 1654
827500000 1000000 1655
828000000 1000000 1656
828500000 1000000 1657
829000000 1000000 1658
829500000 1000000 1659
830000000 1000000 1660
830500000 1000000 1661
831000000 1000000 1662
831500000 1000000 1663
832000000 1000000 1664
832500000 1000000 1665
833000000 1000000 1666
833500000 1000000 1667
834000000 1000000 1668
834500000 1000000 1669
835000000 1000000 1670
835500000 1000000 1671
836000000 1000000 1672
836500000 1000000 1673
837000000 1000000 1674
837500000 1000000 1675
838000000 1000000 1676
838500000 1000000 1677
839000000 1000000 1678
839500000 1000000 1679
840000000 1000000 1680
840500000 1000000 1681
841000000 1000000 1682
841500000 1000000 1683
842000000 1000000 1684
842500000 1000000 1685
843000000 1000000 1686
843500000 1000000 1687
844000000 1000000 1688
844500000 1000000 1689
845000000 1000000 1690
845500000 1000000 1691
846000000 1000000 1692
846500000 1000000 1693
847000000 1000000 1694
847500000 1000000 1695
848000000 1000000 1696
848500000 1000000 1697
849000000 1000000 1698
849500000 1000000 1699
850000000 1000000 1700
850500000 1000000 1701
851000000 1000000 1702
851500000 1000000 1703
852000000 1000000 1704
852500000 1000000 1705
853000000 1000000 1706
853500000 1000000 1707
854000000 1000000 1708
854500000 1000000 1709
855000000 1000000 1710
855500000 1000000 1711
856000000 1000000 1712
856500000 1000000 1713
857000000 1000000 1714
857500000 1000000 1715
858000000 1000000 1716
858500000 1000000 1717
859000000 1000000 1718
859500000 1000000 1719
860000000 1000000 1720
860500000 1000000 1721
861000000 1000000 1722
861500000 1000000 1723
862000000 1000000 1724
862500000 1000000 1725
863000000 1000000 1726
863500000 1000000 1727
864000000 1000000 1728
864500000 1000000 1729
865000000 1000000 1730
865500000 1000000 1731
866000000 1000000 1732
866500000 1000000 1733
867000000 1000000 1734
867500000 1000000 1735
868000000 1000000 1736
868500000 1000000 1737
869000000 1000000 1738
869500000 1000000 1739
870000000 1000000 1740
870500000 1000000 1741
871000000 1000000 1742
871500000 1000000 1743
872000000 1000000 1744
872500000 1000000 1745
873000000 1000000 1746
873500000 1000000 1747
874000000 1000000 1748
874500000 1000000 1749
875000000 1000000 1750
875500000 1000000 1751
876000000 1000000 1752
876500000 1000000 1753
877000000 1000000 1754
877500000 1000000 1755
878000000 1000000 1756
878500000 1000000 1757
879000000 1000000 1758
879500000 1000000 1759
880000000 1000000 1760
880500000 1000000 1761
881000000 1000000 1762
881500000 1000000 1763
882000000 1000000 1764
882500000 1000000 1765
883000000 1000000 1766
883500000 1000000 1767
884000000 1000000 1768
884500000 1000000 1769
885000000 1000000 1770
885500000 1000000 1771
886000000 1000000 1772
886500000 1000000 1773
887000000 1000000 1774
887500000 1000000 1775
888000000 1000000 1776
888500000 1000000 1777
889000000 1000000 1778
889500000 1000000 1779
890000000 1000000 1780
890500000 1000000 1781
891000000 1000000 1782
891500000 1000000 1783
892000000 1000000 1784
892500000 1000000 1785
893000000 1000000 1786
893500000 1000000 1787
894000000 1000000 1788
894500000 1000000 1789
895000000 1000000 1790
895500000 1000000 1791
896000000 1000000 1792
896500000 1000000 1793
897000000 1000000 1794
897500000 1000000 1795
898000000 1000000 1796
898500000 1000000 1797
899000000 1000000 1798
899500000 1000000 1799
900000000 1000000 1800
900500000 1000000 1801
901000000 1000000 1802
901500000 1000000 1803
902000000 1000000 1804
902500000 1000000 1805
903000000 1000000 1806
903500000 1000000 1807
904000000 1000000 1808
904500000 1000000 1809
905000000 1000000 1810
905500000 1000000 1811
906000000 1000000 1812
906500000 1000000 1813
907000000 1000000 1814
907500000 1000000 1815
908000000 1000000 1816
908500000 1000000 1817
909000000 1000000 1818
909500000 1000000 1819
910000000 1000000 1820
910500000 1000000 1821
911000000 1000000 1822
911500000 1000000 1823
912000000 1000000 1824
912500000 1000000 1825
913000000 1000000 1826
913500000 1000000 1827
914000000 1000000 1828
914500000 1000000 1829
915000000 1000000 1830
915500000 1000000 1831
916000000 1000000 1832
916500000 1000000 1833
917000000 1000000 1834
917500000 1000000 1835
918000000 1000000 1836
918500000 1000000 1837
919000000 1000000 1838
919500000 1000000 1839
920000000 1000000 1840
920500000 1000000 1841
921000000 1000000 1842
921500000 1000000 1843
922000000 1000000 1844
922500000 1000000 1845
923000000 1000000 1846
923500000 1000000 1847
924000000 1000000 1848
924500000 1000000 1849
925000000 1000000 1850
925500000 1000000 1851
926000000 1000000 1852
926500000 1000000 1853
927000000 1000000 1854
927500000 1000000 1855
928000000 1000000 1856
928500000 1000000 1857
929000000 1000000 1858
929500000 1000000 1859
930000000 1000000 1860
930500000 1000000 1861
931000000 1000000 1862
931500000 1000000 1863
932000000 1000000 1864
932500000 1000000 1865
933000000 1000000 1866
933500000 1000000 1867
934000000 1000000 1868
934500000 1000000 1869
935000000 1000000 1870
935500000 1000000 1871
936000000 1000000 1872
936500000 1000000 1873
937000000 1000000 1874
937500000 1000000 1875
938000000 1000000 1876
938500000 1000000 1877
939000000 1000000 1878
939500000 1000000 1879
940000000 1000000 1880
940500000 1000000 1881
941000000 1000000 1882
941500000 1000000 1883
942000000 1000000 1884
942500000 1000000 1885
943000000 1000000 1886
943500000 1000000 1887
944000000 1000000 1888
944500000 1000000 1889
945000000 1000000 1890
945500000 1000000 1891
946000000 1000000 1892
946500000 1000000 1893
947000000 1000000 1894
947500000 1000000 1895
948000000 1000000 1896
948500000 1000000 1897
949000000 1000000 1898
949500000 1000000 1899
950000000 1000000 1900
950500000 1000000 1901
951000000 1000000 1902
951500000 1000000 1903
952000000 1000000 1904
952500000 1000000 1905
953000000 1000000 1906
953500000 1000000 1907
954000000 1000000 1908
954500000 1000000 1909
955000000 1000000 1910
955500000 1000000 1911
956000000 1000000 1912
956500000 1000000 1913
957000000 1000000 1914
957500000 1000000 1915
958000000 1000000 1916
958500000 1000000 1917
959000000 1000000 1918
959500000 1000000 1919
960000000 1000000 1920
960500000 1000000 1921
961000000 1000000 1922
961500000 1000000 1923
962000000 1000000 1924
962500000 1000000 1925
963000000 1000000 1926
963500000 1000000 1927
964000000 1000000 1928
964500000 1000000 1929
965000000 1000000 1930
965500000 1000000 1931
966000000 1000000 1932
966500000 1000000 1933
967000000 1000000 1934
967500000 1000000 1935
968000000 1000000 1936
968500000 1000000 1937
969000000 1000000 1938
969500000 1000000 1939
970000000 1000000 1940
970500000 1000000 1941
971000000 1000000 1942
971500000 1000000 1943
972000000 1000000 1944
972500000 1000000 1945
973000000 1000000 1946
973500000 1000000 1947
974000000 1000000 1948
974500000 1000000 1949
975000000 1000000 1950
975500000 1000000 1951
976000000 1000000 1952
976500000 1000000 1953
977000000 1000000 1954
977500000 1000000 1955
978000000 1000000 1956
978500000 1000000 1957
979000000 1000000 1958
979500000 1000000 1959
980000000 1000000 1960
980500000 1000000 1961
981000000 1000000 1962
981500000 1000000 1963
982000000 1000000 1964
982500000 1000000 1965
983000000 1000000 1966
983500000 1000000 1967
984000000 1000000 1968
984500000 1000000 1969
985000000 1000000 1970
985500000 1000000 1971
986000000 1000000 1972
986500000 1000000 1973
987000000 1000000 1974
987500000 1000000 1975
988000000 1000000 1976
988500000 1000000 1977
989000000 1000000 1978
989500000 1000000 1979
990000000 1000000 1980
990500000 1000000 1981
991000000 1000000 1982
991500000 1000000 1983
992000000 1000000 1984
992500000 1000000 1985
993000000 1000000 1986
993500000 1000000 1987
994000000 1000000 1988
994500000 1000000 1989
995000000 1000000 1990
995500000 1000000 1991
996000000 1000000 1992
996500000 1000000 1993
997000000 1000000 1994
997500000 1000000 1995
998000000 1000000 1996
998500000 1000000 1997
999000000 1000000 1998
999500000 1000000 1999
